ID,Specialty,Years_in_Practice,Practice_Setting,Country,Aware_of_Dermacure,First_Learned,Frequency_of_Info,Prescribed_Dermacure,Number_of_Patients,Not_Prescribed_Reasons,Overall_Effectiveness,Response_Time,Safety_Profile,Adverse_Effects,Barriers,Future_Prescribing_Intent,Alternative_Treatments,Dupilumab_Rating,Tralokinumab_Rating,Upadacitinib_Rating,Abrocitinib_Rating,Ruxolitinib_Rating,Influencing_Factors,Ranking_Factors,Patient_Severity,Biologic_Naive_Percentage,Comorbidities,Suitable_Patient_Profile,Patient_Journey,Switching_Stage,Additional_Comments
216,General Practice,11-20 years,Private practice,Spain,No,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Effective,No noticeable response,Unsure,Yes: Dizziness,Side effect concerns,Very unlikely,"Ruxolitinib Cream, Upadacitinib, Abrocitinib",1.0,3.0,1.0,5.0,2.0,Peer recommendations,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,Unsure,Allergic Rhinitis,Patients who failed topical corticosteroids,Topical -> Phototherapy -> Systemic,After failure of multiple systemic therapies,High patient satisfaction
217,Pediatrics,21+ years,Community clinic,Italy,No,Pharmaceutical representative,Occasionally,No,0,Preference for alternative treatments,Somewhat effective,2-4 weeks,Comparable,Yes: Dizziness,Cost issues,Very unlikely,"Upadacitinib, Abrocitinib, Tralokinumab",4.0,4.0,1.0,2.0,5.0,"Safety profile, Peer recommendations, Cost","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,26-50%,Asthma,"Patients who failed systemic therapies, Patients with severe symptoms",Topical -> Biologic,After failure of topical therapies,Waiting for more data
218,Dermatology,11-20 years,Hospital-based,Spain,No,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Not effective,No noticeable response,Inferior,Yes: Mild headache,Side effect concerns,Unlikely,Dupilumab,3.0,5.0,5.0,3.0,4.0,Clinical efficacy,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,76-100%,Allergic Rhinitis,"Patients who failed systemic therapies, Patients with severe symptoms",Topical -> Phototherapy -> Systemic,After failure of systemic therapies,High patient satisfaction
219,Dermatology,0-5 years,Academic/Research institution,Spain,No,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Effective,<2 weeks,Inferior,Yes: Nausea,Cost issues,Unlikely,"Abrocitinib, Upadacitinib, Tralokinumab",5.0,5.0,3.0,5.0,1.0,"Patient demand, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,Unsure,"Psoriasis, None",Patients who failed topical corticosteroids,Topical -> Biologic,After failure of topical therapies,Waiting for more data
220,General Practice,0-5 years,Academic/Research institution,Italy,Yes,Medical journal/literature,Frequently,Yes,6-10,Lack of familiarity,Effective,<2 weeks,Comparable,Yes: Nausea,Cost issues,Very unlikely,"Abrocitinib, Upadacitinib, Dupilumab",3.0,1.0,4.0,2.0,2.0,Safety profile,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,76-100%,Allergic Rhinitis,"Patients with severe symptoms, Patients who failed topical corticosteroids",Topical -> Biologic,After failure of multiple systemic therapies,Waiting for more data
223,General Practice,0-5 years,Private practice,Germany,Yes,Pharmaceutical representative,Occasionally,Yes,11-20,Lack of familiarity,Very effective,<2 weeks,Unsure,Yes: Dizziness,Cost issues,Very likely,"Abrocitinib, Tralokinumab",1.0,1.0,3.0,3.0,4.0,"Safety profile, Cost, Patient demand","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,0-25%,"Allergic Rhinitis, None","Patients who failed topical corticosteroids, Patients with severe symptoms",Topical -> Systemic,After failure of systemic therapies,Waiting for more data
224,Allergy/Immunology,21+ years,Private practice,Italy,No,Pharmaceutical representative,Occasionally,No,0,Lack of familiarity,Not effective,Unsure,Superior,Yes: Nausea,Side effect concerns,Likely,"Upadacitinib, Dupilumab, Abrocitinib",1.0,2.0,2.0,4.0,1.0,Clinical efficacy,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,76-100%,"Asthma, Food Allergies",Patients with severe symptoms,Topical -> Phototherapy -> Systemic,After failure of topical therapies,High patient satisfaction
225,Pediatrics,6-10 years,Private practice,Italy,No,Pharmaceutical representative,Occasionally,No,0,Lack of familiarity,Unsure,Unsure,Comparable,Yes: Nausea,Limited clinical data,Unlikely,"Ruxolitinib Cream, Upadacitinib, Dupilumab",3.0,3.0,5.0,5.0,2.0,"Clinical efficacy, Cost, Patient demand","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,26-50%,"Psoriasis, Allergic Rhinitis",Patients with severe symptoms,Topical -> Systemic,After failure of multiple systemic therapies,High patient satisfaction
226,Allergy/Immunology,6-10 years,Community clinic,Germany,Yes,Pharmaceutical representative,Occasionally,Yes,6-10,Lack of familiarity,Unsure,No noticeable response,Inferior,Yes: Dizziness,Side effect concerns,Very likely,"Abrocitinib, Ruxolitinib Cream",3.0,5.0,1.0,1.0,2.0,"Clinical efficacy, Patient demand","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,26-50%,"Asthma, Psoriasis","Patients who failed topical corticosteroids, Patients who failed systemic therapies",Topical -> Systemic,After failure of systemic therapies,Limited evidence available
228,Pediatrics,21+ years,Community clinic,Spain,Yes,Pharmaceutical representative,Occasionally,Yes,11-20,Lack of familiarity,Unsure,<2 weeks,Inferior,Yes: Nausea,Lack of training,Likely,Tralokinumab,3.0,2.0,5.0,2.0,2.0,"Patient demand, Clinical efficacy, Cost","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,51-75%,"Asthma, Psoriasis",Patients who failed systemic therapies,Topical -> Systemic,After failure of systemic therapies,Waiting for more data
230,Allergy/Immunology,11-20 years,Academic/Research institution,Italy,Yes,Pharmaceutical representative,Occasionally,Yes,6-10,Lack of familiarity,Somewhat effective,No noticeable response,Unsure,Yes: Nausea,Lack of training,Likely,Upadacitinib,1.0,1.0,2.0,1.0,2.0,"Patient demand, Cost, Safety profile","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,76-100%,"Food Allergies, Allergic Rhinitis",Patients who failed systemic therapies,Topical -> Biologic,After failure of systemic therapies,Great potential
235,Dermatology,11-20 years,Hospital-based,Spain,No,Pharmaceutical representative,Occasionally,No,0,Lack of familiarity,Very effective,Unsure,Superior,Yes: Dizziness,Side effect concerns,Likely,"Abrocitinib, Upadacitinib",4.0,2.0,1.0,3.0,2.0,Clinical efficacy,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,0-25%,"Food Allergies, None","Patients with severe symptoms, Patients who failed systemic therapies",Topical -> Biologic,After failure of multiple systemic therapies,High patient satisfaction
236,Allergy/Immunology,0-5 years,Hospital-based,Germany,No,Pharmaceutical representative,Occasionally,No,0,Preference for alternative treatments,Unsure,No noticeable response,Comparable,Yes: Dizziness,Cost issues,Very unlikely,"Abrocitinib, Ruxolitinib Cream, Dupilumab",2.0,3.0,1.0,5.0,1.0,"Patient demand, Clinical efficacy, Safety profile","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,0-25%,"Allergic Rhinitis, Psoriasis",Patients with severe symptoms,Topical -> Biologic,After failure of topical therapies,Limited evidence available
237,General Practice,11-20 years,Private practice,France,Yes,Pharmaceutical representative,Occasionally,Yes,6-10,Lack of familiarity,Very effective,No noticeable response,Inferior,Yes: Nausea,Cost issues,Very unlikely,"Abrocitinib, Dupilumab",4.0,3.0,5.0,1.0,2.0,"Clinical efficacy, Peer recommendations, Cost","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,51-75%,Asthma,Patients with severe symptoms,Topical -> Systemic,After failure of topical therapies,High patient satisfaction
239,General Practice,21+ years,Hospital-based,Germany,Yes,Online webinar,Occasionally,Yes,1-5,Lack of familiarity,Effective,More than 4 weeks,Superior,Yes: Nausea,Limited clinical data,Likely,Dupilumab,3.0,3.0,5.0,4.0,2.0,Clinical efficacy,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,Unsure,Allergic Rhinitis,"Patients who failed topical corticosteroids, Patients with severe symptoms",Topical -> Systemic,After failure of multiple systemic therapies,Great potential
240,Pediatrics,11-20 years,Private practice,France,Yes,Medical journal/literature,Frequently,Yes,1-5,Lack of familiarity,Effective,<2 weeks,Superior,Yes: Nausea,Side effect concerns,Likely,Tralokinumab,1.0,3.0,2.0,4.0,2.0,Cost,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,Unsure,Food Allergies,Patients who failed topical corticosteroids,Topical -> Systemic,After failure of topical therapies,High patient satisfaction
